ROUTE,STEP,STEP DESCRIPTION,AREA,TOOLGROUP,PROCESSING UNIT,PROCESSINGTIME DISTRIBUTION,MEAN,OFFSET,PT UNITS,CASCADING INTERVAL,C Units,BATCH MINIMUM,BATCH MAXIMUM,SETUP,WHEN,SETUP DISTRIBUTION,SETUP TIME,OFFSET.1,ST UNITS,STEP FOR LTL DEDICATION,REWORK PROBABILITY in %,R UNIT,STEP FOR REWORK,PROCESSING PROBABILITY in % (Sampling),STEP FOR CRITICAL QUEUE TIME,CQT,CQTUNITS
Route_Product_3,1,001_Diffusion,Diffusion,Diffusion_FE_120,Batch,uniform,501.33,25.0665,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_3,2,002_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.852,0.0426,min,0.639,min,,,,,,,,,,,,,,,,
Route_Product_3,3,003_Def_Met,Def_Met,DefMEt_FE_118,Lot,uniform,17.994,0.8997,min,,,,,,,,,,,,,,,56.0,,,
Route_Product_3,4,007_TF_Met,TF_Met,TF_Met_FE_45,Lot,uniform,8.514,0.4257,min,,,,,,,,,,,,,,,36.0,,,
Route_Product_3,5,008_Diffusion,Diffusion,Diffusion_FE_127,Batch,uniform,437.58,21.879,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_3,6,009_Def_Met,Def_Met,DefMEt_FE_118,Lot,uniform,23.658,1.1829,min,,,,,,,,,,,,,,,59.0,,,
Route_Product_3,7,010_TF_Met,TF_Met,TF_Met_FE_45,Lot,uniform,9.804,0.4902,min,,,,,,,,,,,,,,,39.0,,,
Route_Product_3,8,011_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.99,0.0495,min,0.7425,min,,,,,,,,,,,,,,,,
Route_Product_3,9,012_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,1.038,0.0519,min,0.7785,min,,,,,,,,,,,,,,,,
Route_Product_3,10,013_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.9,0.045,min,0.675,min,,,,,,,,,,,,,,,,
Route_Product_3,11,014_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.172,0.1086,min,,,,,,,,,,,,,,,,,,
Route_Product_3,12,015_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.676,0.1338,min,,,,,SU015_3,need,constant,8.0,,min,,,,,,,,
Route_Product_3,13,016_Litho,Litho,Litho_FE_92,Wafer,uniform,2.64,0.132,min,,,,,,,,,,,113.0,,,,,,,
Route_Product_3,14,017_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,28.104,1.4052,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_3,15,018_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.272,1.2636,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_3,16,019_Def_Met,Def_Met,DefMet_FE_10,Lot,uniform,6.876,0.3438,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_3,17,020_Implant,Implant,Implant_128,Wafer,uniform,1.14,0.057,min,0.855,min,,,SU128_3,need,,,,,,,,,,,,
Route_Product_3,18,021_Dry_Etch,Dry_Etch,DE_FE_1,Lot,uniform,135.234,6.7617,min,,,,,,,,,,,,,,,,,,
Route_Product_3,19,022_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,162.798,8.1399,min,,,,,,,,,,,,,,,,,,
Route_Product_3,20,023_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.002,0.0501,min,0.7515,min,,,,,,,,,,,,,,,,
Route_Product_3,21,024_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.978,0.0489,min,0.7335,min,,,,,,,,,,,,,,,,
