ROUTE,STEP,STEP DESCRIPTION,AREA,TOOLGROUP,PROCESSING UNIT,PROCESSINGTIME DISTRIBUTION,MEAN,OFFSET,PT UNITS,CASCADING INTERVAL,C Units,BATCH MINIMUM,BATCH MAXIMUM,SETUP,WHEN,SETUP DISTRIBUTION,SETUP TIME,OFFSET.1,ST UNITS,STEP FOR LTL DEDICATION,REWORK PROBABILITY in %,R UNIT,STEP FOR REWORK,PROCESSING PROBABILITY in % (Sampling),STEP FOR CRITICAL QUEUE TIME,CQT,CQTUNITS
Route_Product_10,1,001_Diffusion,Diffusion,Diffusion_FE_120,Batch,uniform,501.33,25.07,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_10,2,002_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.852,0.04,min,0.639,min,,,,,,,,,,,,,,,,
Route_Product_10,3,003_Def_Met,Def_Met,DefMEt_FE_118,Lot,uniform,17.994,0.9,min,,,,,,,,,,,,,,,56.0,,,
Route_Product_10,4,007_TF_Met,TF_Met,TF_Met_FE_45,Lot,uniform,8.514,0.43,min,,,,,,,,,,,,,,,36.0,,,
Route_Product_10,5,008_Diffusion,Diffusion,Diffusion_FE_127,Batch,uniform,437.58,21.88,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_10,6,009_Def_Met,Def_Met,DefMEt_FE_118,Lot,uniform,23.658,1.18,min,,,,,,,,,,,,,,,59.0,,,
Route_Product_10,7,010_TF_Met,TF_Met,TF_Met_FE_45,Lot,uniform,9.804,0.49,min,,,,,,,,,,,,,,,39.0,,,
Route_Product_10,8,011_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.99,0.05,min,0.7425,min,,,,,,,,,,,,,,,,
Route_Product_10,9,012_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,1.038,0.05,min,0.7785,min,,,,,,,,,,,,,,,,
Route_Product_10,10,013_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.9,0.05,min,0.675,min,,,,,,,,,,,,,,,,
Route_Product_10,11,014_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.172,0.11,min,,,,,,,,,,,,,,,,,,
Route_Product_10,12,015_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.676,0.13,min,,,,,SU015_10,need,constant,8.0,,min,,,,,,,,
Route_Product_10,13,016_Litho,Litho,Litho_FE_92,Wafer,uniform,2.64,0.13,min,,,,,,,,,,,72.0,,,,,,,
Route_Product_10,14,017_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,28.104,1.41,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_10,15,018_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.272,1.26,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_10,16,019_Def_Met,Def_Met,DefMet_FE_10,Lot,uniform,6.876,0.34,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_10,17,020_Implant,Implant,Implant_128,Wafer,uniform,1.14,0.06,min,0.855,min,,,SU128_3,need,,,,,,,,,,,,
Route_Product_10,18,021_Dry_Etch,Dry_Etch,DE_FE_1,Lot,uniform,135.234,6.76,min,,,,,,,,,,,,,,,,,,
Route_Product_10,19,022_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,162.798,8.14,min,,,,,,,,,,,,,,,,,,
Route_Product_10,20,023_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.002,0.05,min,0.7515,min,,,,,,,,,,,,,,,,
Route_Product_10,21,024_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_10,22,025_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,18.906,0.95,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_10,23,026_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,19.374,0.97,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_10,24,027_Diffusion,Diffusion,Diffusion_FE_44,Batch,uniform,349.992,17.5,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_10,25,028_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,6.372,0.32,min,,,,,,,,,,,,,,,51.0,,,
Route_Product_10,26,029_Dry_Etch,Dry_Etch,DE_FE_51,Lot,uniform,72.492,3.62,min,,,,,,,,,,,,,,,,,,
Route_Product_10,27,030_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,84.336,4.22,min,,,,,,,,,,,,,,,,,,
Route_Product_10,28,031_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.93,0.05,min,0.6975,min,,,,,,,,,,,,,,,,
Route_Product_10,29,032_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.948,0.05,min,0.711,min,,,,,,,,,,,,,,,,
Route_Product_10,30,034_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.14,0.06,min,0.855,min,,,,,,,,,,,,,,,,
Route_Product_10,31,065_Litho,Litho,Litho_FE_111,Wafer,uniform,1.92,0.1,min,,,,,,,,,,,38.0,,,,,,,
Route_Product_10,32,066_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,24.606,1.23,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_10,33,067_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,20.196,1.01,min,,,,,,,,,,,,,,,23.0,,,
Route_Product_10,34,068_Implant,Implant,Implant_132,Wafer,uniform,1.05,0.05,min,0.7875,min,,,SU132_3,need,,,,,,,,,,,,
Route_Product_10,35,069_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,155.718,7.79,min,,,,,,,,,,,,,,,,,,
Route_Product_10,36,070_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.068,0.05,min,0.801,min,,,,,,,,,,,,,,,,
Route_Product_10,37,071_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.128,0.06,min,0.846,min,,,,,,,,,,,,,,,,
Route_Product_10,38,086_Litho,Litho,Litho_FE_111,Wafer,uniform,2.772,0.14,min,,,,,,,,,,,105.0,,,,,,,
Route_Product_10,39,087_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,28.422,1.42,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_10,40,088_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,23.172,1.16,min,,,,,,,,,,,,1.0,lot,38.0,41.0,,,
Route_Product_10,41,089_Implant,Implant,Implant_132,Wafer,uniform,1.32,0.07,min,0.99,min,,,SU132_2,need,,,,,,,,,,,,
Route_Product_10,42,090_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,137.484,6.87,min,,,,,,,,,,,,,,,,,,
Route_Product_10,43,091_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.912,0.05,min,0.684,min,,,,,,,,,,,,,,,,
Route_Product_10,44,092_Litho,Litho,Litho_FE_111,Wafer,uniform,1.692,0.08,min,,,,,,,,,,,,,,,,,,
Route_Product_10,45,093_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,27.294,1.36,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_10,46,094_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,26.22,1.31,min,,,,,,,,,,,,1.0,lot,44.0,100.0,,,
Route_Product_10,47,095_Implant,Implant,Implant_132,Wafer,uniform,1.332,0.07,min,0.999,min,,,SU132_1,need,,,,,,,,,,,,
Route_Product_10,48,096_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.176,0.06,min,0.882,min,,,,,,,,,,,,,,,,
Route_Product_10,49,097_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,82.242,4.11,min,,,,,,,,,,,,,,,,,,
Route_Product_10,50,098_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.708,0.04,min,0.531,min,,,,,,,,,,,,,,,,
Route_Product_10,51,100_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.87,0.04,min,0.6525,min,,,,,,,,,,,,,,,,
Route_Product_10,52,101_Delay,Delay_32,Delay_32,Lot,uniform,240.0,12.0,min,,,,,,,,,,,,,,,,,,
Route_Product_10,53,102_Implant,Implant,Implant_88,Wafer,uniform,0.864,0.04,min,0.648,min,,,,,,,,,,,,,,,,
Route_Product_10,54,103_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.906,0.05,min,0.6795,min,,,,,,,,,,,,,,,,
Route_Product_10,55,104_TF,TF,TF_FE_131,Lot,uniform,82.584,4.13,min,70.1964,min,,,,,,,,,,,,,,,,
Route_Product_10,56,105_Def_Met,Def_Met,DefMet_FE_34,Lot,uniform,8.142,0.41,min,,,,,,,,,,,,,,,58.0,,,
Route_Product_10,57,106_Delay,Delay_32,Delay_32,Lot,uniform,180.0,9.0,min,,,,,,,,,,,,,,,,,,
